idx,hhem_faithfulness,nli_entailment,nli_neutral,nli_contradiction
0,0.24010448157787323,0.0007827830268070102,0.003412557067349553,0.9958047270774841
1,0.9851093292236328,0.996498703956604,0.00341217964887619,8.908684685593471e-05
2,0.4653988480567932,0.12828859686851501,0.8463689684867859,0.025342512875795364
3,0.025963686406612396,0.0002150626969523728,0.9956607222557068,0.004124209750443697
4,0.9425507187843323,0.9565988779067993,0.015907227993011475,0.027493903413414955
5,0.019555790349841118,0.08665237575769424,0.8219361305236816,0.09141145646572113
6,0.006172109395265579,3.288045627414249e-05,0.9997385144233704,0.00022857607109472156
7,0.01910245046019554,2.29805737035349e-05,8.4591971244663e-05,0.9998923540115356
8,0.03790515288710594,0.006164754740893841,0.9808349013328552,0.013000408187508583
9,0.6256259679794312,0.9780795574188232,0.017889942973852158,0.004030453506857157
10,0.07194212079048157,0.00023771046835463494,0.9997277855873108,3.4427637729095295e-05
11,0.8601593971252441,0.0011256543220952153,0.998318076133728,0.0005562822916544974
12,0.03218989446759224,0.0007430383120663464,0.0014341751812025905,0.9978227615356445
13,0.436870276927948,0.007610016502439976,0.9672425985336304,0.025147423148155212
14,0.5333737730979919,0.00015426453319378197,0.9995371103286743,0.0003085501375608146
15,0.9146690964698792,0.018624823540449142,0.08753987401723862,0.8938353657722473
16,0.6845146417617798,0.00042430576286278665,0.998336672782898,0.0012390274787321687
17,0.025595545768737793,0.00016558796050958335,0.00047988296137191355,0.9993545413017273
18,0.019150149077177048,0.00015554008132312447,0.00015903965686447918,0.9996854066848755
19,0.02527553029358387,0.0005151007208041847,0.2466326504945755,0.7528523206710815
20,0.09799899905920029,2.5627959985285997e-05,9.992318518925458e-05,0.999874472618103
21,0.9747284054756165,0.07555167376995087,0.7790312767028809,0.14541704952716827
22,0.03260951116681099,0.25595659017562866,0.6446412205696106,0.09940218925476074
23,0.8836837410926819,0.9763244390487671,0.023561403155326843,0.0001141290704254061
24,0.07611138373613358,0.005098997615277767,0.14594851434230804,0.8489524722099304
25,0.9391618967056274,0.00530226482078433,0.9946129322052002,8.478054223814979e-05
26,0.9448316097259521,0.9535418748855591,0.043877653777599335,0.002580509055405855
27,0.07611138373613358,0.005098997615277767,0.14594851434230804,0.8489524722099304
28,0.9428223371505737,0.9941269159317017,0.0051308139227330685,0.0007422465132549405
29,0.47889575362205505,0.007264246232807636,0.9819315671920776,0.010804235003888607
30,0.04463620483875275,0.4701046645641327,0.26196691393852234,0.2679283618927002
31,0.05713483318686485,8.154895476764068e-05,0.0007825605571269989,0.9991359114646912
32,0.5868005156517029,0.0034072145354002714,0.996531069278717,6.179251067806035e-05
33,0.8996191620826721,0.020908862352371216,0.4339768886566162,0.545114278793335
34,0.16804838180541992,0.00974144134670496,0.9875065088272095,0.002752011176198721
35,0.7750363945960999,0.033004291355609894,0.04566339775919914,0.9213322997093201
36,0.8461745381355286,0.8736611604690552,0.07844506949186325,0.04789373278617859
37,0.008894103579223156,1.7074309653253295e-05,5.332977889338508e-05,0.999929666519165
38,0.7024426460266113,0.005007386207580566,0.21669571101665497,0.778296947479248
39,0.6850923895835876,0.0019724355079233646,0.9969747066497803,0.0010529202409088612
40,0.9280598759651184,0.5990688800811768,0.0667296051979065,0.3342015743255615
41,0.9251213073730469,0.991557240486145,0.006584904622286558,0.001857825438492
42,0.17221276462078094,0.00016739880084060133,0.9987988471984863,0.0010337813291698694
43,0.04877249151468277,2.482417767168954e-05,8.912867633625865e-05,0.9998860359191895
44,0.04463620483875275,0.4701046645641327,0.26196691393852234,0.2679283618927002
45,0.010805153287947178,2.746668178588152e-05,0.00010237697279080749,0.9998701810836792
46,0.37971118092536926,0.004397626966238022,0.9918389916419983,0.0037632889579981565
47,0.02585224248468876,0.007423799484968185,0.9906346201896667,0.0019415437709540129
48,0.04073631763458252,0.0041412170976400375,0.9907553791999817,0.005103469826281071
49,0.060838181525468826,0.0003832473012153059,0.0018160435138270259,0.9978006482124329
50,0.6676366925239563,0.000193223895621486,0.9996906518936157,0.00011618353164521977
51,0.053393375128507614,0.005988628137856722,0.9827665090560913,0.011244887486100197
52,0.028497014194726944,2.745761230471544e-05,0.00044009590055793524,0.9995324611663818
53,0.051056597381830215,0.0007965020486153662,0.004346130881458521,0.9948574304580688
54,0.030446872115135193,0.0012200056808069348,0.0013153499457985163,0.997464656829834
55,0.017294883728027344,0.0011845502303913236,0.9984216690063477,0.000393859256291762
56,0.5412331223487854,9.532651165500283e-05,0.9998807907104492,2.3863582100602798e-05
57,0.04028629511594772,3.8177411624928936e-05,0.0006006135954521596,0.9993612170219421
58,0.02365102618932724,9.047277126228437e-05,0.00025153960450552404,0.9996579885482788
59,0.9749890565872192,0.9420814514160156,0.056487299501895905,0.001431200304068625
60,0.9608508944511414,0.0638061985373497,0.7095493078231812,0.22664451599121094
61,0.6219605803489685,0.002895328914746642,0.19456057250499725,0.8025441765785217
62,0.9338817596435547,0.9697800278663635,0.029348600655794144,0.0008713980787433684
63,0.4102652370929718,0.015607514418661594,0.9745240807533264,0.009868364781141281
64,0.036026731133461,0.001059898640960455,0.0017938456730917096,0.9971461892127991
65,0.9648305177688599,0.49854138493537903,0.07000041007995605,0.4314582049846649
66,0.963690996170044,0.0005041053518652916,0.9973869919776917,0.002108941553160548
67,0.5807526111602783,0.000931348477024585,0.9986104965209961,0.00045811047311872244
68,0.036026731133461,0.001059898640960455,0.0017938456730917096,0.9971461892127991
69,0.3805539011955261,0.9903180599212646,0.009278468787670135,0.00040341189014725387
70,0.952997624874115,0.01585366576910019,0.9805921316146851,0.003554245922714472
71,0.9492836594581604,0.9970771074295044,0.0026726294308900833,0.0002503082505427301
72,0.02585224248468876,0.007423799484968185,0.9906346201896667,0.0019415437709540129
73,0.033876776695251465,0.0002932044444605708,0.0019384429324418306,0.9977684020996094
74,0.06861598044633865,7.853148417780176e-05,0.0006011314690113068,0.999320387840271
75,0.8903725147247314,0.6168224215507507,0.20877061784267426,0.17440694570541382
76,0.8894684314727783,0.0005306425737217069,0.9988295435905457,0.0006397058023139834
